firstName,lastName,phone,email,companyName,address1,city,state,postalCode,website,tags,source,customField.lead_score,customField.vertical,customField.review_count,customField.rating,customField.score_reasons,customField.google_maps_url
Austintatious,Roofing Company,(512) 626-5294,,Austintatious Roofing Company,"10902 Running Buck Ln, Austin, TX 78750",Austin,Texas,78750,https://ausroofco.com/,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,20,5,Has website — check for automation gaps; Growing business (20 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Austintatious%20Roofing%20Company&query_place_id=ChIJUbuzT2czW4YRlWbtQCukf_4
North,Face Exterior,(512) 893-8354,,North Face Exterior,"8600 N FM 620, Austin, TX 78726",Austin,Texas,78726,https://northfaceexterior.com/,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,32,5,Has website — check for automation gaps; Growing business (32 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=North%20Face%20Exterior&query_place_id=ChIJP4zXjT4tW4YR3P6gxIncp6Y
Florentino,Brothers Roofing LLC,(512) 790-7740,,Florentino Brothers Roofing LLC,"7150 Ed Bluestein Blvd, Austin, TX 78723",Austin,Texas,78723,https://florentinoroofingllc.best/austin,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,36,4.9,Has website — check for automation gaps; Growing business (36 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Florentino%20Brothers%20Roofing%20LLC&query_place_id=ChIJV0v7i1DJRIYR-TRlvruMPX4
Drury,Roofing,(512) 836-0634,,Drury Roofing,"11206 Bluff Bend Dr, Austin, TX 78753",Austin,Texas,78753,http://www.druryroofingtx.com/?utm_campaign=gmb,"lead-gen,roofing contractor,score-85",apify-lead-gen,85,roofing contractor,33,4.9,Has website — check for automation gaps; Growing business (33 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (roofing contractor): +5,https://www.google.com/maps/search/?api=1&query=Drury%20Roofing&query_place_id=ChIJP8Ra9z7JRIYRb9FucvQz9NM
Relive,Realty | Rent • Buy • Sell,(636) 341-4649,,Relive Realty | Rent • Buy • Sell,"Relive Real Estate Inc, Firmspace, 500 W 2nd St 1900, office 178, Austin, TX 78701",Austin,TX,78701,,"lead-gen,real estate agent,score-85",apify-lead-gen,85,real estate agent,1511,5,No website — needs full digital presence; Dominant (1511 reviews) — may already have systems; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=Relive%20Realty%20%7C%20Rent%20%E2%80%A2%20Buy%20%E2%80%A2%20Sell&query_place_id=ChIJe3VcoYO1RIYRhTLd4EhOHWE
Jamie,"Sall, Realtor @ eXp realty",(512) 350-9844,,"Jamie Sall, Realtor @ eXp realty","2308 Devonshire Dr, Austin, TX 78723",Austin,Texas,78723,http://jamiesall.exprealty.com/,"lead-gen,real estate agent,score-85",apify-lead-gen,85,real estate agent,30,5,Has website — check for automation gaps; Growing business (30 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (real estate agent): +5,https://www.google.com/maps/search/?api=1&query=Jamie%20Sall%2C%20Realtor%20%40%20eXp%20realty&query_place_id=ChIJpX8SVUrJRIYRMZZJ7JcWPR0
Texas,Veterinary Medical Association,(512) 452-4224,,Texas Veterinary Medical Association,"8104 Exchange Dr, Austin, TX 78754",Austin,Texas,78754,http://www.tvma.org/,"lead-gen,veterinarian,score-85",apify-lead-gen,85,veterinarian,6,4.3,Has website — check for automation gaps; Low reviews (6) — needs review automation; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Texas%20Veterinary%20Medical%20Association&query_place_id=ChIJ2bEQq7nJRIYRz2Do7vpxOIM
Crossing,Animal Clinic,(512) 331-9737,,Crossing Animal Clinic,"10700 Anderson Mill Rd #103, Austin, TX 78750",Austin,Texas,78750,http://www.crossinganimalclinic.com/,"lead-gen,veterinarian,score-85",apify-lead-gen,85,veterinarian,183,4.8,Has website — check for automation gaps; Established (183 reviews) — has budget for services; GBP unclaimed — huge opportunity,https://www.google.com/maps/search/?api=1&query=Crossing%20Animal%20Clinic&query_place_id=ChIJDck9JekyW4YRogocDKrVvOs
Brushy,Creek,(512) 335-2828,,Brushy Creek,"11613 Star View Trail, Austin, TX 78750",Austin,Texas,78750,http://brushycreekelectric.net/%20%20brushycreekelectric.com,"lead-gen,electrician,score-85",apify-lead-gen,85,electrician,36,4.6,Has website — check for automation gaps; Growing business (36 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Brushy%20Creek&query_place_id=ChIJd1HWZO0yW4YRuFoLbEWmBzQ
Flash,Electric,(512) 296-3583,,Flash Electric,"13009 Dessau Rd suite l, Austin, TX 78754",Austin,Texas,78754,http://callflashelectric.com/,"lead-gen,electrician,score-85",apify-lead-gen,85,electrician,24,4.8,Has website — check for automation gaps; Growing business (24 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=Flash%20Electric&query_place_id=ChIJX7023y60-icR1iHKgZVPMrk
21,Ft Installations,(512) 616-7199,,21 Ft Installations,,,,,https://21-ft.com/,"lead-gen,electrician,score-85",apify-lead-gen,85,electrician,40,5,Has website — check for automation gaps; Growing business (40 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (electrician): +5,https://www.google.com/maps/search/?api=1&query=21%20Ft%20Installations&query_place_id=ChIJfRrfIY72lCYRIlfu2tRUDRk
Renaissance,Contracting LLC,(512) 691-9047,,Renaissance Contracting LLC,"13492 US-183 #120, Austin, TX 78750",Austin,Texas,78750,https://renaissance-tx.com/,"lead-gen,general contractor,score-85",apify-lead-gen,85,general contractor,38,4.6,Has website — check for automation gaps; Growing business (38 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Renaissance%20Contracting%20LLC&query_place_id=ChIJAfvU6M4yW4YREAgwdbQ37JA
Austin,Fence Contractors,(512) 566-7567,,Austin Fence Contractors,"9122 Balcones Club Dr, Austin, TX 78750",Austin,Texas,78750,https://austinfencecontractor.net/,"lead-gen,general contractor,score-85",apify-lead-gen,85,general contractor,42,5,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=Austin%20Fence%20Contractors&query_place_id=ChIJDcUvBNIyW4YRRz3c0HdHmgA
MG,Solutions,(512) 247-0478,,MG Solutions,,,,,https://mgsolutionstx.com/,"lead-gen,general contractor,score-85",apify-lead-gen,85,general contractor,27,5,Has website — check for automation gaps; Growing business (27 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (general contractor): +5,https://www.google.com/maps/search/?api=1&query=MG%20Solutions&query_place_id=ChIJw7I5RceO0mARA05N1nxOeUo
615,Lawn and landscapes,(360) 522-6868,,615 Lawn and landscapes,"2405 Old Matthews Rd, Nashville, TN 37207",Nashville,Tennessee,37207,https://615lawn.jobbersites.com/,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,24,4.6,Has website — check for automation gaps; Growing business (24 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=615%20Lawn%20and%20landscapes&query_place_id=ChIJg3FcAZtnZIgRzmu2X427XUc
Tennessee,Roots Tree Services,(615) 930-9232,,Tennessee Roots Tree Services,"101 Head Dr, Madison, TN 37115",Madison,Tennessee,37115,https://www.tnrootstreecompany.com/,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,40,5,Has website — check for automation gaps; Growing business (40 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Tennessee%20Roots%20Tree%20Services&query_place_id=ChIJRdd90Jftp0ERfGBES-AeBSk
Nash,Painting,(615) 235-5957,,Nash Painting,"315 Deaderick St #1700, Nashville, TN 37238",Nashville,Tennessee,37238,https://www.nashpainting.com/nashville,"lead-gen,painting contractor,score-84",apify-lead-gen,84,painting contractor,29,4.8,Has website — check for automation gaps; Growing business (29 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Nash%20Painting&query_place_id=ChIJ4XRzC5BnZIgRsf1zNvVgjyA
Purpose,Repairs & Painting LLP,(615) 686-7495,,Purpose Repairs & Painting LLP,,,,,https://www.purpose615.com/,"lead-gen,painting contractor,score-84",apify-lead-gen,84,painting contractor,33,5,Has website — check for automation gaps; Growing business (33 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Purpose%20Repairs%20%26%20Painting%20LLP&query_place_id=ChIJdydlH1mFgaARy05JD6c1dIA
Good,Spirit and Create,(615) 604-0575,,Good Spirit and Create,"2525 Dickerson Pike, Nashville, TN 37207",Nashville,Tennessee,37207,http://www.goodspiritpainters.com/,"lead-gen,painting contractor,score-84",apify-lead-gen,84,painting contractor,47,5,Has website — check for automation gaps; Growing business (47 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Good%20Spirit%20and%20Create&query_place_id=ChIJ93p4C8lpZIgR71_wCpxEtk8
Local,Brushes House Painting,(615) 779-4975,,Local Brushes House Painting,"2312 Golden Oak Ct, Madison, TN 37115",Madison,Tennessee,37115,http://www.localbrushes.com/,"lead-gen,painting contractor,score-84",apify-lead-gen,84,painting contractor,27,5,Has website — check for automation gaps; Growing business (27 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=Local%20Brushes%20House%20Painting&query_place_id=ChIJNYc-KyBDZIgRhrjiERM9Y7A
Nashville,Garage Door Repair Rescue,(615) 544-6989,,Nashville Garage Door Repair Rescue,"204 Point E Dr, Nashville, TN 37216",Nashville,Tennessee,37216,http://nashvillegaragedoorrepairrescue.com/,"lead-gen,garage door repair,score-84",apify-lead-gen,84,garage door repair,28,4.9,Has website — check for automation gaps; Growing business (28 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (garage door repair): +4,https://www.google.com/maps/search/?api=1&query=Nashville%20Garage%20Door%20Repair%20Rescue&query_place_id=ChIJue5jsz_nZYgROciZFe8mbdQ
BT1,Dock and Door,(615) 818-3546,,BT1 Dock and Door,"803 Dominican Dr STE 213, Nashville, TN 37228",Nashville,Tennessee,37228,https://bt1dockanddoor.com/,"lead-gen,garage door repair,score-84",apify-lead-gen,84,garage door repair,20,4.8,Has website — check for automation gaps; Growing business (20 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (garage door repair): +4,https://www.google.com/maps/search/?api=1&query=BT1%20Dock%20and%20Door&query_place_id=ChIJd6wYIBnXi0gRriqawAMloPA
Harris,Fence And Gate Company,(615) 876-4937,,Harris Fence And Gate Company,"5517 Clarksville Pike, Joelton, TN 37080",Joelton,Tennessee,37080,https://harrisfenceandgateco.com/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,29,4.8,Has website — check for automation gaps; Growing business (29 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Harris%20Fence%20And%20Gate%20Company&query_place_id=ChIJnYV5CBFfZIgRnTdxT3aN9uM
TRUTH,FENCE,(615) 438-6773,,TRUTH FENCE,"2105 Freeman Ln, Madison, TN 37115",Madison,Tennessee,37115,http://truthfences.com/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,27,4.9,Has website — check for automation gaps; Growing business (27 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=TRUTH%20FENCE&query_place_id=ChIJxYtBf6VDZIgRflX44w29wAI
Madison,Fence Company,,,Madison Fence Company,,,,,https://madisonfencecotn.com/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,26,5,Has website — check for automation gaps; Growing business (26 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Madison%20Fence%20Company&query_place_id=ChIJb7U06tVFomMRaWRqXm3N-AE
Strata,Landscape,(512) 653-7460,,Strata Landscape,"7020 E Hwy 290 Building 2, Suite A, Austin, TX 78723",Austin,Texas,78723,http://www.stratalandscape.com/,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,44,4.8,Has website — check for automation gaps; Growing business (44 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Strata%20Landscape&query_place_id=ChIJ_eOTRfi1RIYR_gg0avKtpk8
Outdoor,Renovations,(512) 743-0570,,Outdoor Renovations,"1108 Hollybluff St, Austin, TX 78753",Austin,Texas,78753,http://www.outdoorreno.com/,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,21,5,Has website — check for automation gaps; Growing business (21 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Outdoor%20Renovations&query_place_id=ChIJLTP3hY_JRIYRrsCjoewhPzc
Terra,Dura Landscapes,(737) 867-0012,,Terra Dura Landscapes,"6214 N Lamar Blvd building c, Austin, TX 78752",Austin,Texas,78752,https://terra-dura.com/,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,24,4.8,Has website — check for automation gaps; Growing business (24 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Terra%20Dura%20Landscapes&query_place_id=ChIJv2BubtXLRIYRjHbIX8es1L8
Waterloo,Outdoor Design Build,(512) 731-1529,,Waterloo Outdoor Design Build,,,,,https://waterlooaustin.com/,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,34,4.9,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Waterloo%20Outdoor%20Design%20Build&query_place_id=ChIJn_gXzvpk1ysRWKbSv1h5hmg
Southern,Love Landscaping & Design,(512) 601-4352,,Southern Love Landscaping & Design,"1205 Bmc Dr Suite 406, Cedar Park, TX 78613",Cedar Park,Texas,78613,https://southernlovelandscaping.com/?utm_source=google&utm_medium=GBP,"lead-gen,landscaper,score-84",apify-lead-gen,84,landscaper,37,5,Has website — check for automation gaps; Growing business (37 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (landscaper): +4,https://www.google.com/maps/search/?api=1&query=Southern%20Love%20Landscaping%20%26%20Design&query_place_id=ChIJj1nCQwLqzqERY0kbIfnI1jQ
Cedar,Park Pest Control,(512) 213-6436,,Cedar Park Pest Control,,,,,https://www.cedarparktxpest.com/,"lead-gen,pest control,score-84",apify-lead-gen,84,pest control,45,5,Has website — check for automation gaps; Growing business (45 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (pest control): +4,https://www.google.com/maps/search/?api=1&query=Cedar%20Park%20Pest%20Control&query_place_id=ChIJfV0z5KAGO4MR60jDX1LUXDw
The,Brown Paint Company,(512) 506-9740,,The Brown Paint Company,"13492 Research Blvd #120, Austin, TX 78750",Austin,Texas,78750,http://www.brownpaint.com/,"lead-gen,painting contractor,score-84",apify-lead-gen,84,painting contractor,22,4.5,Has website — check for automation gaps; Growing business (22 reviews) — prime for automation; High rating (4.5) but few reviews — quality business under-marketed; High-value vertical (painting contractor): +4,https://www.google.com/maps/search/?api=1&query=The%20Brown%20Paint%20Company&query_place_id=ChIJAfvU6M4yW4YRRpLU7aiaEMk
Alliance,Overhead Door,(512) 640-0421,,Alliance Overhead Door,"12112 Roxie Dr Ste B, Austin, TX 78729",Austin,Texas,78729,https://allianceoverheaddoor.com/,"lead-gen,garage door repair,score-84",apify-lead-gen,84,garage door repair,31,5,Has website — check for automation gaps; Growing business (31 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (garage door repair): +4,https://www.google.com/maps/search/?api=1&query=Alliance%20Overhead%20Door&query_place_id=ChIJRQNZtCHNRIYRMwT2M9RMHwA
Tier,One Garage Door Service,(512) 273-3798,,Tier One Garage Door Service,"1110 West Ave, Austin, TX 78701",Austin,Texas,78701,https://tieronegaragedoorservice.com/,"lead-gen,garage door repair,score-84",apify-lead-gen,84,garage door repair,34,5,Has website — check for automation gaps; Growing business (34 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (garage door repair): +4,https://www.google.com/maps/search/?api=1&query=Tier%20One%20Garage%20Door%20Service&query_place_id=ChIJNXuO1Iy1RIYRqHuC9HuZ0Fg
Liquid,Contracting LLC,(512) 694-4575,,Liquid Contracting LLC,"9906 Gray Blvd, Austin, TX 78757",Austin,Texas,78757,http://www.austinfencepros.com/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,48,4.9,Has website — check for automation gaps; Growing business (48 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Liquid%20Contracting%20LLC&query_place_id=ChIJ6UY2PuzLRIYR0w7lGH_ifcg
Austin,Fence Pros - Installation & Replacement,(512) 354-7670,,Austin Fence Pros - Installation & Replacement,"2005 Justin Ln Ste#101, Austin, TX 78757",Austin,Texas,78757,https://austinfence.net/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,42,5,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Austin%20Fence%20Pros%20-%20Installation%20%26%20Replacement&query_place_id=ChIJ3dCWHbnLRIYRXavLpwQcsf4
Austin,Fence Contractors,(512) 566-7567,,Austin Fence Contractors,"9122 Balcones Club Dr, Austin, TX 78750",Austin,Texas,78750,https://austinfencecontractor.net/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,42,5,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Austin%20Fence%20Contractors&query_place_id=ChIJDcUvBNIyW4YRRz3c0HdHmgA
Cedar,Park Fence And Deck,(512) 566-7520,,Cedar Park Fence And Deck,,,,,https://cedarparkfenceanddeck.com/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,31,5,Has website — check for automation gaps; Growing business (31 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Cedar%20Park%20Fence%20And%20Deck&query_place_id=ChIJxR_UiwxKvU8RygCwykkDrw4
Southern,Love Landscaping & Design,(512) 601-4352,,Southern Love Landscaping & Design,"1205 Bmc Dr Suite 406, Cedar Park, TX 78613",Cedar Park,Texas,78613,https://southernlovelandscaping.com/?utm_source=google&utm_medium=GBP,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,37,5,Has website — check for automation gaps; Growing business (37 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=Southern%20Love%20Landscaping%20%26%20Design&query_place_id=ChIJj1nCQwLqzqERY0kbIfnI1jQ
TriStar,Commercial LLC,(512) 733-0944,,TriStar Commercial LLC,"8863 Anderson Mill Rd #118, Austin, TX 78729",Austin,Texas,78729,http://www.tristarcommercial.com/,"lead-gen,fence contractor,score-84",apify-lead-gen,84,fence contractor,36,4.8,Has website — check for automation gaps; Growing business (36 reviews) — prime for automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (fence contractor): +4,https://www.google.com/maps/search/?api=1&query=TriStar%20Commercial%20LLC&query_place_id=ChIJl-6eBy3NRIYRNMz7v2Ga3q4
Wingo,Family Dentistry,(615) 876-2325,,Wingo Family Dentistry,"3353B Union Hill Rd, Joelton, TN 37080",Joelton,Tennessee,37080,http://www.wingofamilydentistry.com/,"lead-gen,dentist,score-83",apify-lead-gen,83,dentist,18,4.8,Has website — check for automation gaps; Low reviews (18) — needs review automation; High rating (4.8) but few reviews — quality business under-marketed; High-value vertical (dentist): +8,https://www.google.com/maps/search/?api=1&query=Wingo%20Family%20Dentistry&query_place_id=ChIJPb5nOihZZIgR1fC86dyQYh4
Hickory,Grove Chiropractic,(704) 322-4700,,Hickory Grove Chiropractic,"6005 Hickory Grove Rd ste a, Charlotte, NC 28215",Charlotte,North Carolina,28215,https://hgchiropractic.com/,"lead-gen,chiropractor,score-83",apify-lead-gen,83,chiropractor,14,5,Has website — check for automation gaps; Low reviews (14) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Hickory%20Grove%20Chiropractic&query_place_id=ChIJpS_y7R0fVIgR_DpLS6t2b3s
"Acupuncture,",Chiropractic & Wellness Associates of Charlotte (ACWA Charlotte),(704) 921-0505,,"Acupuncture, Chiropractic & Wellness Associates of Charlotte (ACWA Charlotte)","2305 E W.T. Harris Blvd, Charlotte, NC 28213",Charlotte,North Carolina,28213,https://acwacharlotte.com/,"lead-gen,chiropractor,score-83",apify-lead-gen,83,chiropractor,2,5,Has website — check for automation gaps; Low reviews (2) — needs review automation; High rating (5) but few reviews — quality business under-marketed; High-value vertical (chiropractor): +8,https://www.google.com/maps/search/?api=1&query=Acupuncture%2C%20Chiropractic%20%26%20Wellness%20Associates%20of%20Charlotte%20(ACWA%20Charlotte)&query_place_id=ChIJ9XimmMEfVIgR0i2cNpA49JA
Professional,Heating and Cooling,(615) 281-9032,,Professional Heating and Cooling,"326 Westchester Dr, Madison, TN 37115",Madison,Tennessee,37115,http://professionalheatingandcooling.net/,"lead-gen,HVAC contractor,score-80",apify-lead-gen,80,HVAC contractor,37,5,Has website — check for automation gaps; Growing business (37 reviews) — prime for automation; High rating (5) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Professional%20Heating%20and%20Cooling&query_place_id=ChIJ5cPGYZkG1SwRpUmgYVAchJo
Proctor,& Graves Service Company,(615) 255-3337,,Proctor & Graves Service Company,"631 Old Hickory Blvd, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,http://proctorandgraves.com/,"lead-gen,HVAC contractor,score-80",apify-lead-gen,80,HVAC contractor,42,4.7,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (4.7) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Proctor%20%26%20Graves%20Service%20Company&query_place_id=ChIJ60txAORlZIgRfweZxAklmlw
Green,Hills Plumbing,(615) 398-4484,,Green Hills Plumbing,"905 E Old Hickory Blvd, Madison, TN 37115",Madison,Tennessee,37115,https://www.greenhillsplumbingtn.com/,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,40,4.9,Has website — check for automation gaps; Growing business (40 reviews) — prime for automation; High rating (4.9) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Green%20Hills%20Plumbing&query_place_id=ChIJZ6N98bJDZIgREFEU4MsKdIg
Proctor,& Graves Service Company,(615) 255-3337,,Proctor & Graves Service Company,"631 Old Hickory Blvd, Old Hickory, TN 37138",Old Hickory,Tennessee,37138,http://proctorandgraves.com/,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,42,4.7,Has website — check for automation gaps; Growing business (42 reviews) — prime for automation; High rating (4.7) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Proctor%20%26%20Graves%20Service%20Company&query_place_id=ChIJ60txAORlZIgRfweZxAklmlw
Broussard,Services,(615) 988-6030,,Broussard Services,"117 Lemuel Rd, Nashville, TN 37207",Nashville,Tennessee,37207,https://broussardservices.com/nashville-tennessee/,"lead-gen,plumber,score-80",apify-lead-gen,80,plumber,30,4.6,Has website — check for automation gaps; Growing business (30 reviews) — prime for automation; High rating (4.6) but few reviews — quality business under-marketed,https://www.google.com/maps/search/?api=1&query=Broussard%20Services&query_place_id=ChIJRdwnTeu-k2wRkFtxQctFJuk
Meyers,Personal Injury Law Nashville,(615) 551-4475,,Meyers Personal Injury Law Nashville,"1308 Rosa L Parks Blvd Suite 101, Nashville, TN 37208",Nashville,Tennessee,37208,https://meyersinjurylaw.com/?utm_source=google&utm_medium=organic&utm_campaign%20%20=gmb-Nashville,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,64,5,Has website — check for automation gaps; Growing business (64 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Meyers%20Personal%20Injury%20Law%20Nashville&query_place_id=ChIJV6UMn9WbTCsRvQ7ic8PbOTY
Tennessee,SledgeHammer,(615) 219-0303,,Tennessee SledgeHammer,"275 Jackson Meadows Dr Suite 104, Hermitage, TN 37076",Hermitage,Tennessee,37076,https://www.hammerthem.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,92,4.8,Has website — check for automation gaps; Growing business (92 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Tennessee%20SledgeHammer&query_place_id=ChIJ5SgSqGdBZIgRFwjz8tdlSNc
The,Williams Firm: Car & Truck Accident Injury Lawyers,(615) 842-0877,,The Williams Firm: Car & Truck Accident Injury Lawyers,"4400 Harding Pike Suite 402, Nashville, TN 37205",Nashville,Tennessee,37205,http://www.lrwlawfirm.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,81,5,Has website — check for automation gaps; Growing business (81 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=The%20Williams%20Firm%3A%20Car%20%26%20Truck%20Accident%20Injury%20Lawyers&query_place_id=ChIJpVcmLVhmZIgR0baCByq3r84
Kennedy,"& Associates, PLLC",(615) 883-4998,,"Kennedy & Associates, PLLC","3052 Lebanon Pike, Nashville, TN 37214",Nashville,Tennessee,37214,https://www.kennedyfirmtn.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,69,4.9,Has website — check for automation gaps; Growing business (69 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Kennedy%20%26%20Associates%2C%20PLLC&query_place_id=ChIJpbQAtDZqZIgRJ_pLxX61F6U
Michael,K Pence Attorney at Law,(615) 470-2222,,Michael K Pence Attorney at Law,"4117 Gallatin Pike Suite 101, Nashville, TN 37216",Nashville,Tennessee,37216,https://personalinjurytn.com/,"lead-gen,personal injury lawyer,score-80",apify-lead-gen,80,personal injury lawyer,59,5,Has website — check for automation gaps; Growing business (59 reviews) — prime for automation; High-value vertical (personal injury lawyer): +10,https://www.google.com/maps/search/?api=1&query=Michael%20K%20Pence%20Attorney%20at%20Law&query_place_id=ChIJ449Vy3BDZIgRS1CUBjjw6qQ
